==============================================================================
==============================================================================
Thu. Aug. 20 2020                  LANDSAT 5                       Time: 19:00
                            Image Assessment System
                            GEOMETRIC VERIFY Report
==============================================================================
Order ID: L2                          Path / Row - 194 / 26
Reference Image: terrain_HDF.l1g

Color mapping per rank
----------------------
Rank  1 is Green: total residual <= 0.5
Rank  2 is Cyan: 0.5 < total residual <=  1
Rank  3 is Blue:  1 < total residual <=  2
Rank  4 is Yellow:  2 < total residual <=  3
Rank  5 is Red:  3 < total residual

Percentage of residuals by rank
-------------------------------
Rank   1 -- 92.7%
Rank   2 --  7.3%
Rank   3 --  0.0%
Rank   4 --  0.0%
Rank   5 --  0.0%

       GCP    Latitude    Longitude  Sample   Line     Total    Rank
        ID                           Residual Residual Residual
              (Degree)    (Degree)   (Pixel)  (Pixel)  (Pixel)
----------------------------------------------------------------------
1940260016   49.82026      9.07688     0.27      0.00     0.27     1 
1940260091   49.79436      9.07684     0.05     -0.02     0.05     1 
1940260092   49.79432      9.12144    -0.16      0.00     0.16     1 
1940260093   49.79427      9.16604     0.22     -0.02     0.22     1 
1940260094   49.79420      9.21064    -0.36     -0.27     0.45     1 
1940260166   49.76846      9.07679    -0.08     -0.25     0.26     1 
1940260167   49.76842      9.12137     0.01     -0.06     0.06     1 
1940260168   49.76836      9.16595    -0.10     -0.07     0.12     1 
1940260169   49.76829      9.21052    -0.37     -0.04     0.37     1 
1940260171   49.76810      9.29968    -0.08      0.04     0.09     1 
1940260172   49.76797      9.34425     0.13     -0.06     0.14     1 
1940260173   49.76783      9.38883     0.22     -0.05     0.23     1 
1940260174   49.76767      9.43340     0.05     -0.21     0.21     1 
1940260175   49.76750      9.47798     0.27     -0.32     0.42     1 
1940260240   49.74257      9.03220    -0.40      0.16     0.43     1 
1940260241   49.74255      9.07675    -0.00     -0.09     0.09     1 
1940260242   49.74251      9.12131    -0.01     -0.17     0.17     1 
1940260243   49.74246      9.16586    -0.34     -0.07     0.35     1 
1940260244   49.74239      9.21041    -0.28      0.17     0.33     1 
1940260246   49.74219      9.29952     0.11     -0.11     0.15     1 
1940260247   49.74207      9.34407    -0.09      0.11     0.14     1 
1940260248   49.74193      9.38862    -0.14     -0.16     0.21     1 
1940260249   49.74177      9.43317    -0.19     -0.16     0.25     1 
1940260251   49.74140      9.52227    -0.38     -0.08     0.39     1 
1940260252   49.74119      9.56682    -0.01     -0.09     0.10     1 
1940260253   49.74097      9.61137    -0.29     -0.04     0.29     1 
1940260254   49.74072      9.65592    -0.35     -0.34     0.49     1 
1940260315   49.71667      9.03218    -0.17      0.02     0.17     1 
1940260316   49.71665      9.07671    -0.27     -0.20     0.34     1 
1940260317   49.71661      9.12124    -0.15     -0.20     0.25     1 
1940260318   49.71655      9.16577    -0.44     -0.00     0.44     1 
1940260319   49.71648      9.21030    -0.03     -0.10     0.11     1 
1940260320   49.71639      9.25483    -0.08     -0.02     0.08     1 
1940260321   49.71629      9.29936    -0.23     -0.04     0.24     1 
1940260323   49.71602      9.38841    -0.54     -0.40     0.67     2 
1940260324   49.71587      9.43294    -0.35     -0.25     0.43     1 
1940260326   49.71550      9.52199    -0.03     -0.31     0.31     1 
1940260328   49.71506      9.61105    -0.54      0.04     0.55     2 
1940260329   49.71482      9.65557    -0.38     -0.25     0.45     1 
1940260330   49.71456      9.70009    -0.25     -0.18     0.30     1 
1940260331   49.71428      9.74462    -0.35      0.02     0.35     1 
1940260333   49.71367      9.83366    -0.29      0.06     0.30     1 
1940260390   49.69076      9.03217    -0.31     -0.12     0.33     1 
1940260391   49.69074      9.07667    -0.23     -0.01     0.23     1 
1940260392   49.69071      9.12118    -0.18     -0.10     0.21     1 
1940260393   49.69065      9.16568    -0.15      0.12     0.19     1 
1940260394   49.69058      9.21019    -0.11     -0.23     0.26     1 
1940260395   49.69049      9.25469    -0.28     -0.13     0.30     1 
1940260396   49.69038      9.29920    -0.42     -0.17     0.46     1 
1940260397   49.69026      9.34370    -0.38     -0.11     0.39     1 
1940260398   49.69012      9.38821    -0.28      0.19     0.33     1 
1940260399   49.68996      9.43271    -0.25     -0.18     0.31     1 
1940260400   49.68979      9.47721    -0.25     -0.20     0.32     1 
1940260401   49.68959      9.52172    -0.22     -0.12     0.25     1 
1940260402   49.68939      9.56622    -0.28     -0.16     0.32     1 
1940260403   49.68916      9.61072    -0.19     -0.19     0.27     1 
1940260404   49.68892      9.65522    -0.13     -0.26     0.29     1 
1940260405   49.68866      9.69972    -0.16     -0.17     0.23     1 
1940260406   49.68838      9.74422    -0.35     -0.28     0.45     1 
1940260407   49.68808      9.78872    -0.36      0.04     0.36     1 
1940260408   49.68777      9.83322    -0.25     -0.13     0.28     1 
1940260413   49.68596     10.05570     0.24     -0.21     0.32     1 
1940260465   49.66486      9.03215    -0.28     -0.09     0.30     1 
1940260466   49.66484      9.07663    -0.32     -0.23     0.40     1 
1940260467   49.66480      9.12111    -0.31     -0.06     0.32     1 
1940260468   49.66475      9.16559    -0.55     -0.13     0.57     2 
1940260469   49.66468      9.21008    -0.18     -0.07     0.19     1 
1940260471   49.66448      9.29904    -0.16     -0.29     0.33     1 
1940260472   49.66436      9.34352    -0.14      0.05     0.15     1 
1940260473   49.66421      9.38800    -0.67     -0.09     0.68     2 
1940260474   49.66406      9.43248    -0.05     -0.20     0.21     1 
1940260475   49.66388      9.47696    -0.48     -0.21     0.53     2 
1940260476   49.66369      9.52144    -0.08     -0.23     0.24     1 
1940260477   49.66348      9.56592    -0.47     -0.34     0.57     2 
1940260478   49.66326      9.61040    -0.42     -0.17     0.45     1 
1940260480   49.66275      9.69935    -0.52     -0.03     0.52     2 
1940260483   49.66187      9.83278    -0.48      0.24     0.53     2 
1940260488   49.66006     10.05514     0.17     -0.04     0.18     1 
1940260489   49.65964     10.09961    -0.25     -0.27     0.36     1 
1940260539   49.63896      8.98767    -0.28      0.01     0.28     1 
1940260540   49.63896      9.03213    -0.43     -0.21     0.48     1 
1940260541   49.63894      9.07659    -0.28     -0.29     0.41     1 
1940260542   49.63890      9.12105    -0.15      0.02     0.15     1 
1940260544   49.63877      9.20997    -0.43     -0.52     0.67     2 
1940260545   49.63868      9.25442    -0.43     -0.20     0.48     1 
1940260546   49.63858      9.29888    -0.13      0.05     0.14     1 
1940260547   49.63845      9.34334    -0.34     -0.35     0.49     1 
1940260548   49.63831      9.38779    -0.04     -0.35     0.35     1 
1940260550   49.63798      9.47671    -0.66      0.01     0.66     2 
1940260551   49.63779      9.52116    -0.40     -0.34     0.53     2 
1940260552   49.63758      9.56562    -0.45     -0.04     0.45     1 
1940260553   49.63735      9.61007    -0.45     -0.18     0.48     1 
1940260554   49.63711      9.65453    -0.25     -0.17     0.30     1 
1940260555   49.63685      9.69898    -0.29     -0.19     0.35     1 
1940260558   49.63597      9.83234    -0.28      0.08     0.29     1 
1940260568   49.63192     10.27680    -0.20      0.06     0.21     1 
1940260569   49.63142     10.32124    -0.17     -0.22     0.28     1 
1940260571   49.63037     10.41012     0.05     -0.16     0.16     1 
1940260614   49.61306      8.98768    -0.38     -0.23     0.44     1 
1940260615   49.61305      9.03211    -0.14     -0.04     0.14     1 
1940260616   49.61303      9.07655    -0.27     -0.10     0.29     1 
1940260617   49.61299      9.12098    -0.35     -0.18     0.39     1 
1940260618   49.61294      9.16542    -0.35     -0.42     0.55     2 
1940260619   49.61287      9.20985    -0.35     -0.54     0.64     2 
1940260620   49.61278      9.25429    -0.19     -0.28     0.34     1 
1940260621   49.61267      9.29872    -0.43     -0.27     0.50     2 
1940260622   49.61255      9.34315    -0.27     -0.34     0.43     1 
1940260623   49.61241      9.38759    -0.28     -0.33     0.43     1 
1940260624   49.61225      9.43202    -0.33      0.18     0.38     1 
1940260625   49.61208      9.47645    -0.24     -0.07     0.25     1 
1940260626   49.61189      9.52089    -0.24      0.01     0.24     1 
1940260627   49.61168      9.56532    -0.25     -0.14     0.29     1 
1940260628   49.61145      9.60975    -0.33      0.06     0.33     1 
1940260629   49.61121      9.65418    -0.44     -0.26     0.51     2 
1940260631   49.61067      9.74304    -0.08     -0.17     0.19     1 
1940260632   49.61038      9.78747    -0.02      0.42     0.42     1 
1940260633   49.61007      9.83190    -0.27      0.05     0.27     1 
1940260643   49.60602     10.27612     0.00     -0.32     0.32     1 
1940260644   49.60552     10.32054     0.14     -0.05     0.15     1 
1940260648   49.60336     10.49819    -0.03      0.06     0.07     1 
1940260649   49.60278     10.54260    -0.07      0.16     0.18     1 
1940260650   49.60218     10.58701    -0.09      0.00     0.09     1 
1940260689   49.58715      8.98769    -0.16     -0.13     0.21     1 
1940260690   49.58715      9.03210     0.01     -0.07     0.07     1 
1940260691   49.58713      9.07651    -0.01      0.09     0.09     1 
1940260692   49.58709      9.12092    -0.32     -0.13     0.34     1 
1940260693   49.58703      9.16533    -0.48     -0.36     0.60     2 
1940260694   49.58696      9.20974     0.00     -0.17     0.17     1 
1940260695   49.58687      9.25415    -0.14     -0.13     0.19     1 
1940260696   49.58677      9.29856    -0.28      0.04     0.28     1 
1940260697   49.58664      9.34297    -0.21     -0.06     0.22     1 
1940260699   49.58635      9.43179    -0.51     -0.37     0.63     2 
1940260701   49.58598      9.52061    -0.39     -0.22     0.45     1 
1940260702   49.58577      9.56502    -0.40     -0.20     0.45     1 
1940260704   49.58530      9.65383    -0.00     -0.14     0.14     1 
1940260706   49.58477      9.74265    -0.11     -0.06     0.13     1 
1940260707   49.58448      9.78705    -0.53     -0.05     0.53     2 
1940260709   49.58384      9.87586    -0.18     -0.31     0.36     1 
1940260719   49.57963     10.31984    -0.16      0.26     0.31     1 
1940260722   49.57803     10.45301    -0.15      0.23     0.28     1 
1940260724   49.57688     10.54179     0.14     -0.04     0.14     1 
1940260725   49.57628     10.58617     0.19     -0.08     0.21     1 
1940260726   49.57567     10.63056     0.21      0.05     0.21     1 
1940260727   49.57503     10.67494    -0.03      0.04     0.05     1 
1940260728   49.57438     10.71932     0.10     -0.02     0.10     1 
1940260729   49.57371     10.76370     0.09      0.05     0.11     1 
1940260730   49.57303     10.80808    -0.21     -0.29     0.36     1 
1940260764   49.56125      8.98769    -0.23     -0.12     0.26     1 
1940260765   49.56124      9.03208    -0.19     -0.08     0.21     1 
1940260766   49.56122      9.07647    -0.25     -0.07     0.26     1 
1940260767   49.56118      9.12086    -0.46     -0.21     0.51     2 
1940260768   49.56113      9.16524    -0.21     -0.28     0.35     1 
1940260769   49.56106      9.20963    -0.39     -0.16     0.42     1 
1940260770   49.56097      9.25402     0.06     -0.19     0.20     1 
1940260771   49.56086      9.29841    -0.13     -0.15     0.20     1 
1940260772   49.56074      9.34279    -0.43     -0.18     0.47     1 
1940260773   49.56060      9.38718     0.13     -0.40     0.42     1 
1940260774   49.56044      9.43156    -0.33     -0.11     0.35     1 
1940260775   49.56027      9.47595    -0.32     -0.24     0.40     1 
1940260777   49.55987      9.56472    -0.18     -0.33     0.37     1 
1940260778   49.55964      9.60910    -0.24     -0.18     0.30     1 
1940260779   49.55940      9.65349    -0.43     -0.08     0.44     1 
1940260780   49.55914      9.69787    -0.17     -0.20     0.26     1 
1940260785   49.55759      9.91977     0.01     -0.26     0.26     1 
1940260794   49.55373     10.31914    -0.12     -0.30     0.32     1 
1940260795   49.55321     10.36351    -0.13      0.03     0.14     1 
1940260796   49.55268     10.40788    -0.06     -0.05     0.08     1 
1940260799   49.55099     10.54097    -0.06     -0.02     0.06     1 
1940260800   49.55039     10.58533    -0.17     -0.02     0.17     1 
1940260801   49.54977     10.62969    -0.06     -0.01     0.06     1 
1940260802   49.54914     10.67405    -0.06      0.06     0.08     1 
1940260803   49.54849     10.71841     0.02     -0.04     0.05     1 
1940260804   49.54782     10.76276    -0.22     -0.11     0.25     1 
1940260805   49.54713     10.80712    -0.01      0.27     0.28     1 
1940260806   49.54643     10.85147    -0.03      0.03     0.04     1 
1940260807   49.54572     10.89582    -0.37      0.07     0.38     1 
1940260808   49.54498     10.94017    -0.24      0.04     0.24     1 
1940260809   49.54423     10.98452     0.03      0.05     0.06     1 
1940260810   49.54346     11.02886     0.36      0.07     0.36     1 
1940260839   49.53534      8.98770    -0.27     -0.23     0.35     1 
1940260840   49.53534      9.03206    -0.20     -0.08     0.21     1 
1940260841   49.53532      9.07643    -0.45     -0.20     0.50     1 
1940260842   49.53528      9.12079    -0.19     -0.06     0.20     1 
1940260843   49.53522      9.16516    -0.48     -0.04     0.48     1 
1940260844   49.53515      9.20952    -0.52     -0.13     0.54     2 
1940260845   49.53506      9.25388    -0.23     -0.17     0.29     1 
1940260846   49.53496      9.29825    -0.43     -0.12     0.45     1 
1940260847   49.53484      9.34261    -0.25     -0.03     0.25     1 
1940260848   49.53469      9.38697    -0.31     -0.01     0.31     1 
1940260849   49.53454      9.43134    -0.22     -0.04     0.23     1 
1940260850   49.53436      9.47570    -0.40     -0.16     0.43     1 
1940260851   49.53417      9.52006    -0.45     -0.20     0.49     1 
1940260852   49.53397      9.56442    -0.20     -0.41     0.45     1 
1940260855   49.53324      9.69750    -0.47     -0.21     0.51     2 
1940260857   49.53267      9.78622    -0.35     -0.30     0.46     1 
1940260859   49.53203      9.87493    -0.19     -0.29     0.35     1 
1940260860   49.53169      9.91929    -0.36     -0.16     0.40     1 
1940260861   49.53133      9.96364    -0.37     -0.43     0.57     2 
1940260863   49.53056     10.05235    -0.19     -0.24     0.31     1 
1940260870   49.52732     10.36279     0.01     -0.12     0.12     1 
1940260874   49.52509     10.54016    -0.21     -0.18     0.28     1 
1940260875   49.52449     10.58450    -0.18     -0.06     0.19     1 
1940260876   49.52388     10.62883    -0.14      0.04     0.15     1 
1940260877   49.52324     10.67317    -0.22     -0.05     0.23     1 
1940260878   49.52259     10.71750    -0.10      0.36     0.37     1 
1940260879   49.52193     10.76183    -0.22      0.03     0.22     1 
1940260880   49.52124     10.80616    -0.17     -0.04     0.18     1 
1940260881   49.52054     10.85049    -0.09      0.01     0.09     1 
1940260882   49.51982     10.89482    -0.10     -0.05     0.12     1 
1940260884   49.51834     10.98347     0.06     -0.03     0.06     1 
1940260885   49.51757     11.02779     0.23      0.08     0.24     1 
1940260913   49.50942      8.94337     0.03      0.03     0.04     1 
1940260914   49.50944      8.98771    -0.27     -0.03     0.28     1 
1940260915   49.50943      9.03205    -0.13     -0.05     0.14     1 
1940260916   49.50941      9.07639    -0.08     -0.02     0.09     1 
1940260917   49.50937      9.12073    -0.19     -0.23     0.29     1 
1940260918   49.50932      9.16507    -0.38     -0.11     0.39     1 
1940260919   49.50925      9.20941    -0.58     -0.13     0.59     2 
1940260920   49.50916      9.25375    -0.44     -0.08     0.45     1 
1940260921   49.50905      9.29809    -0.31     -0.06     0.32     1 
1940260922   49.50893      9.34243    -0.35     -0.04     0.36     1 
1940260923   49.50879      9.38677    -0.47     -0.11     0.48     1 
1940260924   49.50863      9.43111    -0.62     -0.22     0.66     2 
1940260925   49.50846      9.47545    -0.45     -0.25     0.52     2 
1940260926   49.50827      9.51979    -0.26     -0.17     0.31     1 
1940260927   49.50806      9.56412    -0.51     -0.28     0.59     2 
1940260931   49.50706      9.74147    -0.04     -0.06     0.07     1 
1940260933   49.50646      9.83014    -0.33     -0.14     0.36     1 
1940260934   49.50613      9.87447    -0.34     -0.46     0.57     2 
1940260935   49.50579      9.91880    -0.17      0.06     0.18     1 
1940260948   49.49978     10.49503    -0.15      0.05     0.16     1 
1940260949   49.49920     10.53935     0.11     -0.28     0.30     1 
1940260951   49.49798     10.62797    -0.17     -0.20     0.27     1 
1940260952   49.49735     10.67229    -0.18      0.05     0.19     1 
1940260953   49.49670     10.71660    -0.08     -0.01     0.08     1 
1940260954   49.49603     10.76090    -0.17     -0.06     0.18     1 
1940260955   49.49535     10.80521     0.08     -0.00     0.08     1 
1940260956   49.49465     10.84952    -0.16      0.02     0.16     1 
1940260957   49.49393     10.89382    -0.28      0.03     0.28     1 
1940260958   49.49320     10.93812     0.05      0.22     0.23     1 
1940260959   49.49245     10.98242     0.10      0.04     0.11     1 
1940260963   49.48928     11.15960     0.54      0.13     0.55     2 
1940260967   49.48583     11.33675    -0.18      0.27     0.32     1 
1940260988   49.48352      8.94340    -0.02     -0.09     0.09     1 
1940260989   49.48353      8.98771    -0.17     -0.10     0.20     1 
1940260990   49.48353      9.03203    -0.17     -0.18     0.25     1 
1940260991   49.48351      9.07635    -0.33     -0.06     0.33     1 
1940260992   49.48347      9.12067    -0.33      0.05     0.33     1 
1940260994   49.48334      9.20930    -0.36     -0.16     0.39     1 
1940260995   49.48325      9.25362    -0.11     -0.10     0.15     1 
1940260997   49.48303      9.34225    -0.42     -0.09     0.42     1 
1940260999   49.48273      9.43088    -0.47     -0.27     0.54     2 
1940261000   49.48256      9.47520    -0.51     -0.14     0.53     2 
1940261001   49.48237      9.51951    -0.51     -0.08     0.52     2 
1940261003   49.48193      9.60814    -0.46     -0.05     0.47     1 
1940261004   49.48169      9.65245    -0.48     -0.07     0.49     1 
1940261005   49.48143      9.69676    -0.51     -0.14     0.53     2 
1940261008   49.48056      9.82970    -0.07     -0.41     0.41     1 
1940261009   49.48023      9.87401     0.01     -0.30     0.30     1 
1940261010   49.47989      9.91832     0.01      0.08     0.08     1 
1940261013   49.47875     10.05124    -0.33      0.07     0.34     1 
1940261015   49.47792     10.13985    -0.05     -0.25     0.25     1 
1940261017   49.47701     10.22845    -0.65      0.03     0.65     2 
1940261024   49.47330     10.53853    -0.16     -0.06     0.17     1 
1940261025   49.47270     10.58282    -0.17     -0.06     0.18     1 
1940261026   49.47209     10.62711    -0.25     -0.13     0.28     1 
1940261027   49.47145     10.67140    -0.32     -0.39     0.50     2 
1940261028   49.47081     10.71569    -0.05     -0.32     0.33     1 
1940261029   49.47014     10.75998     0.15     -0.02     0.15     1 
1940261030   49.46946     10.80426    -0.13      0.04     0.14     1 
1940261031   49.46876     10.84854     0.07     -0.02     0.07     1 
1940261032   49.46804     10.89282    -0.24     -0.12     0.27     1 
1940261033   49.46731     10.93710    -0.09     -0.11     0.14     1 
1940261034   49.46656     10.98138     0.11      0.05     0.12     1 
1940261036   49.46501     11.06992     0.28      0.13     0.31     1 
1940261037   49.46421     11.11420     0.31      0.20     0.37     1 
1940261044   49.45813     11.42403    -0.04     -0.12     0.13     1 
1940261046   49.45623     11.51254    -0.35      0.26     0.44     1 
1940261048   49.45428     11.60103    -0.06      0.03     0.07     1 
1940261063   49.45761      8.94342    -0.03      0.00     0.03     1 
1940261064   49.45763      8.98772     0.01     -0.21     0.21     1 
1940261065   49.45762      9.03201    -0.09     -0.00     0.09     1 
1940261066   49.45760      9.07631     0.00     -0.19     0.19     1 
1940261067   49.45756      9.12060    -0.04     -0.19     0.19     1 
1940261068   49.45751      9.16489    -0.21     -0.03     0.21     1 
1940261069   49.45744      9.20919    -0.38      0.00     0.38     1 
1940261070   49.45735      9.25348    -0.34     -0.03     0.34     1 
1940261071   49.45724      9.29778    -0.43     -0.07     0.43     1 
1940261072   49.45712      9.34207    -0.32     -0.05     0.32     1 
1940261074   49.45683      9.43065    -0.53     -0.24     0.58     2 
1940261075   49.45665      9.47495    -0.05     -0.24     0.25     1 
1940261076   49.45646      9.51924    -0.28     -0.17     0.33     1 
1940261078   49.45603      9.60782    -0.18     -0.39     0.44     1 
1940261079   49.45579      9.65211    -0.44     -0.34     0.56     2 
1940261083   49.45465      9.82926    -0.14     -0.28     0.31     1 
1940261084   49.45433      9.87355    -0.31     -0.21     0.37     1 
1940261085   49.45399      9.91783    -0.30     -0.10     0.32     1 
1940261087   49.45325     10.00640    -0.62     -0.03     0.62     2 
1940261089   49.45244     10.09497    -0.38     -0.12     0.40     1 
1940261096   49.44909     10.40491    -0.50     -0.41     0.65     2 
1940261098   49.44798     10.49345     0.02     -0.01     0.02     1 
1940261099   49.44740     10.53772    -0.62     -0.06     0.62     2 
1940261102   49.44556     10.67052    -0.21      0.05     0.21     1 
1940261103   49.44491     10.71479     0.03      0.14     0.14     1 
1940261104   49.44425     10.75905    -0.15     -0.05     0.16     1 
1940261105   49.44357     10.80331    -0.03     -0.20     0.21     1 
1940261106   49.44287     10.84757    -0.01      0.23     0.23     1 
1940261107   49.44215     10.89182    -0.22     -0.03     0.22     1 
1940261108   49.44142     10.93608    -0.13     -0.19     0.23     1 
1940261109   49.44067     10.98033     0.04     -0.05     0.06     1 
1940261120   49.43131     11.46699     0.10     -0.06     0.11     1 
1940261121   49.43035     11.51121    -0.29     -0.09     0.31     1 
1940261122   49.42939     11.55544     0.12      0.24     0.26     1 
1940261138   49.43171      8.94346    -0.14     -0.04     0.15     1 
1940261139   49.43172      8.98772    -0.09     -0.06     0.11     1 
1940261140   49.43172      9.03200    -0.12     -0.09     0.15     1 
1940261141   49.43170      9.07627    -0.09     -0.21     0.23     1 
1940261142   49.43166      9.12054    -0.18     -0.19     0.26     1 
1940261143   49.43160      9.16481    -0.26     -0.13     0.29     1 
1940261144   49.43153      9.20908    -0.19     -0.02     0.19     1 
1940261145   49.43144      9.25335    -0.17     -0.28     0.33     1 
1940261146   49.43134      9.29762    -0.43      0.00     0.43     1 
1940261147   49.43122      9.34189    -0.48     -0.13     0.50     1 
1940261148   49.43108      9.38616    -0.35     -0.08     0.36     1 
1940261149   49.43092      9.43043    -0.12      0.01     0.12     1 
1940261150   49.43075      9.47470    -0.55     -0.08     0.55     2 
1940261152   49.43035      9.56323    -0.15      0.09     0.18     1 
1940261153   49.43013      9.60750    -0.21     -0.19     0.28     1 
1940261155   49.42963      9.69603    -0.29      0.09     0.30     1 
1940261156   49.42935      9.74030    -0.38     -0.23     0.45     1 
1940261159   49.42843      9.87309    -0.00     -0.16     0.16     1 
1940261160   49.42808      9.91735    -0.09     -0.08     0.12     1 
1940261161   49.42772      9.96161    -0.28     -0.04     0.28     1 
1940261165   49.42612     10.13865    -0.29     -0.17     0.34     1 
1940261170   49.42372     10.35992    -0.18      0.14     0.23     1 
1940261171   49.42320     10.40417    -0.28     -0.16     0.32     1 
1940261173   49.42209     10.49267    -0.11     -0.21     0.24     1 
1940261174   49.42151     10.53691    -0.02     -0.23     0.23     1 
1940261176   49.42030     10.62540    -0.30     -0.15     0.33     1 
1940261177   49.41967     10.66964    -0.14     -0.09     0.17     1 
1940261178   49.41902     10.71388     0.03     -0.02     0.04     1 
1940261180   49.41767     10.80236    -0.24     -0.06     0.24     1 
1940261181   49.41698     10.84660    -0.02     -0.11     0.11     1 
1940261182   49.41626     10.89083    -0.51     -0.16     0.54     2 
1940261183   49.41553     10.93506    -0.18     -0.09     0.20     1 
1940261184   49.41478     10.97929    -0.08     -0.02     0.08     1 
1940261185   49.41401     11.02352     0.06     -0.02     0.06     1 
1940261189   49.41078     11.20041    -0.04      0.04     0.06     1 
1940261191   49.40906     11.28885     0.35     -0.25     0.43     1 
1940261192   49.40818     11.33306     0.03      0.06     0.07     1 
1940261193   49.40728     11.37727    -0.08     -0.08     0.11     1 
1940261195   49.40543     11.46569     0.16     -0.20     0.26     1 
1940261196   49.40447     11.50989     0.25     -0.03     0.25     1 
1940261197   49.40351     11.55410    -0.18      0.01     0.18     1 
1940261198   49.40252     11.59830    -0.01      0.06     0.06     1 
1940261212   49.40577      8.89924     0.07     -0.19     0.21     1 
1940261213   49.40580      8.94349    -0.12     -0.21     0.25     1 
1940261214   49.40581      8.98773    -0.42     -0.25     0.49     1 
1940261215   49.40581      9.03198    -0.13     -0.11     0.17     1 
1940261216   49.40579      9.07623    -0.16      0.01     0.16     1 
1940261218   49.40570      9.16472    -0.20     -0.07     0.21     1 
1940261219   49.40563      9.20897    -0.19     -0.13     0.22     1 
1940261221   49.40543      9.29746    -0.29      0.39     0.49     1 
1940261222   49.40531      9.34171    -0.08      0.04     0.08     1 
1940261223   49.40517      9.38595    -0.03     -0.23     0.23     1 
1940261224   49.40502      9.43020    -0.50     -0.00     0.50     2 
1940261225   49.40484      9.47445    -0.52     -0.10     0.53     2 
1940261228   49.40422      9.60718    -0.17      0.08     0.19     1 
1940261229   49.40398      9.65142    -0.46     -0.02     0.46     1 
1940261230   49.40372      9.69566    -0.35     -0.15     0.38     1 
1940261231   49.40345      9.73991    -0.46      0.13     0.47     1 
1940261235   49.40218      9.91687    -0.04     -0.12     0.13     1 
1940261236   49.40182      9.96111    -0.60     -0.19     0.63     2 
1940261238   49.40105     10.04958    -0.08      0.05     0.09     1 
1940261241   49.39977     10.18228    -0.15      0.17     0.23     1 
1940261248   49.39619     10.49188     0.11     -0.00     0.11     1 
1940261249   49.39561     10.53610    -0.02     -0.15     0.15     1 
1940261250   49.39502     10.58033    -0.21     -0.04     0.22     1 
1940261251   49.39440     10.62455    -0.28     -0.08     0.29     1 
1940261252   49.39377     10.66877    -0.27     -0.32     0.41     1 
1940261253   49.39312     10.71298    -0.24     -0.00     0.24     1 
1940261254   49.39246     10.75720    -0.65     -0.02     0.65     2 
1940261255   49.39178     10.80141    -0.40     -0.06     0.41     1 
1940261256   49.39108     10.84562    -0.33     -0.20     0.38     1 
1940261257   49.39037     10.88983    -0.16     -0.14     0.21     1 
1940261258   49.38964     10.93404    -0.17     -0.05     0.18     1 
1940261259   49.38889     10.97825    -0.30      0.05     0.31     1 
1940261260   49.38812     11.02246    -0.18     -0.15     0.23     1 
1940261264   49.38490     11.19926    -0.39     -0.23     0.45     1 
1940261267   49.38230     11.33183    -0.00     -0.01     0.01     1 
1940261268   49.38139     11.37602     0.11      0.02     0.11     1 
1940261270   49.37954     11.46439    -0.16     -0.17     0.23     1 
1940261271   49.37859     11.50858     0.44     -0.16     0.47     1 
1940261272   49.37763     11.55275    -0.14     -0.08     0.16     1 
1940261287   49.37987      8.89929    -0.15     -0.20     0.25     1 
1940261288   49.37990      8.94351    -0.12     -0.21     0.25     1 
1940261290   49.37991      9.03196    -0.23     -0.35     0.42     1 
1940261291   49.37989      9.07619    -0.30      0.09     0.31     1 
1940261292   49.37985      9.12041    -0.15     -0.04     0.16     1 
1940261293   49.37979      9.16464    -0.33     -0.39     0.51     2 
1940261294   49.37972      9.20886    -0.51     -0.02     0.51     2 
1940261295   49.37963      9.25308    -0.34     -0.12     0.36     1 
1940261296   49.37953      9.29731    -0.16     -0.03     0.17     1 
1940261297   49.37941      9.34153    -0.42     -0.29     0.51     2 
1940261298   49.37927      9.38575    -0.10     -0.22     0.25     1 
1940261299   49.37911      9.42998    -0.35     -0.21     0.40     1 
1940261301   49.37875      9.51842    -0.45     -0.26     0.52     2 
1940261302   49.37854      9.56264    -0.58     -0.16     0.60     2 
1940261303   49.37832      9.60686    -0.26     -0.20     0.33     1 
1940261304   49.37808      9.65108    -0.05     -0.20     0.21     1 
1940261305   49.37782      9.69530    -0.21      0.08     0.23     1 
1940261306   49.37754      9.73952     0.01      0.10     0.10     1 
1940261307   49.37725      9.78374    -0.23     -0.10     0.25     1 
1940261308   49.37694      9.82795    -0.06      0.04     0.07     1 
1940261311   49.37592      9.96060    -0.13      0.00     0.13     1 
1940261316   49.37387     10.18166     0.09     -0.13     0.15     1 
1940261318   49.37293     10.27008    -0.23      0.00     0.23     1 
1940261319   49.37244     10.31428    -0.21     -0.14     0.25     1 
1940261322   49.37085     10.44690    -0.32     -0.09     0.33     1 
1940261324   49.36971     10.53530    -0.26     -0.11     0.28     1 
1940261325   49.36912     10.57950    -0.50     -0.40     0.64     2 
1940261327   49.36788     10.66789    -0.16     -0.18     0.24     1 
1940261328   49.36723     10.71208    -0.31     -0.06     0.31     1 
1940261329   49.36657     10.75628    -0.38     -0.06     0.38     1 
1940261330   49.36589     10.80046    -0.45     -0.12     0.46     1 
1940261331   49.36519     10.84465    -0.16     -0.22     0.27     1 
1940261332   49.36448     10.88884    -0.38     -0.02     0.38     1 
1940261333   49.36375     10.93303    -0.22     -0.15     0.27     1 
1940261334   49.36300     10.97721    -0.38     -0.11     0.40     1 
