Thu. Aug. 20, 2020             LANDSAT 5                 Time: 18:58
                         Image Assessment System
                           GCP Residual Report
----------------------------------------------------------------------------
WOID: L2            Path/Row: 194 / 026

L0R Reference Image: L51KIS1011288090100_HDF.202231408
Acquisition Date: Oct 15, 2011

Band Number:  5

GLS date for each WRS-2 path/row used:
Path  Row   Date
193   026   09-13-1999, 10-03-2015
193   027   09-13-1999, 07-31-2015
194   025   09-04-1999, 08-23-2015
194   026   08-24-2001, 03-13-2014
194   027   08-24-2001, 08-01-2013
195   025   09-11-1999, 10-01-2015
195   026   09-11-1999, 10-01-2015


Point_ID         Latitude  Longitude    Height       Across    Along    Residual  Residual
                                                      Scan      Scan      In y      in x
                                                    Residual  Residual    dir       dir
                   (deg)     (deg)     (meters)     (meters)  (meters)  (meters)  (meters)

1940260143_01   48.347138   10.364344   529.932       4.584    -4.367     5.364    -3.345
1940260147_01   48.232282   10.099924   569.588       5.397    -0.955     5.471     0.157
1940260148_01   48.574581   10.499755   480.108      -6.090     0.201    -6.002    -1.035
1940260149_01   48.488281    9.003881   369.468      -4.099    -4.585    -3.079    -5.313
1940260151_01   48.450402   10.095997   505.680      -2.509     2.594    -2.980     2.030
1940260153_01   48.583465    8.851716   467.576      -4.505     0.627    -4.528    -0.295
1940260156_01   48.175182    9.966399   575.480       2.757    -3.442     3.391    -2.808
1940260157_01   48.308195    8.876779   593.576       2.232     4.925     1.191     5.268
1940260158_01   48.368655    9.728109   597.980      -2.566    -3.885    -1.724    -4.318
1940260160_01   48.330938    9.032983   630.819       6.575    -3.746     7.192    -2.336
1940260161_01   49.401852    9.225303   311.163       1.047    -5.578     2.152    -5.248
1940260162_01   48.382231   10.845806   544.071      -4.147    -0.087    -4.044    -0.925
1940260163_01   48.702858    9.368765   388.127      -1.148     1.893    -1.502     1.621
1940260167_01   49.063146    8.802605   237.738       1.584    -1.885     1.937    -1.525
1940260168_01   48.781470    9.851625   453.921      -2.318     2.499    -2.771     1.977
1940260170_01   48.362810    8.652352   581.289       1.528    -1.250     1.753    -0.913
1940260171_01   48.954744    8.846502   291.831      -1.323     5.254    -2.349     4.876
1940260172_01   49.122118   10.751977   463.712      -1.777    -2.982    -1.141    -3.276
1940260173_01   48.588859    9.807197   721.324       0.514     1.283     0.244     1.359
1940260174_01   48.835702    9.202161   325.334       1.107     6.558    -0.237     6.641
1940260176_01   48.148359   10.477741   586.942       3.569    -4.420     4.381    -3.601
1940260177_01   48.665251   10.150723   536.127       0.964     2.637     0.410     2.774
1940260178_01   48.528145    8.876233   491.379       0.872    -0.473     0.954    -0.286
1940260179_01   48.917420    9.328117   368.539       0.799     5.678    -0.360     5.718
1940260180_01   48.696093   10.826283   448.286      -1.501     0.738    -1.621     0.418
1940260181_01   48.991329   11.199669   566.193       4.735    -3.748     5.382    -2.713
1940260183_01   48.957872    9.255945   252.669      -4.979     2.154    -5.303     1.106
1940260184_01   49.299989   11.065241   384.705       2.307    -2.345     2.725    -1.832
1940260186_01   48.623645    8.708354   575.404      -4.052    -3.010    -3.349    -3.760
1940260187_01   48.362048    9.953617   524.081      -1.342     1.262    -1.568     0.963
1940260188_01   49.259267   11.249059   441.451       4.339    -1.880     4.620    -0.967
1940260189_01   49.018556   10.366406   487.942       2.146     1.221     1.853     1.627
1940260190_01   49.220238   10.724507   483.589       6.362    -0.530     6.330     0.762
1940260191_01   48.845554   10.711448   489.880       1.240    -4.527     2.122    -4.180
1940260193_01   48.700982   10.911554   453.341      -2.592     5.566    -3.663     4.922
1940260194_01   48.772177    9.248017   273.034      -3.313     0.063    -3.251    -0.606
1940260195_01   48.295225   10.641635   538.390      -0.253    -2.104     0.174    -2.110
1940260196_01   48.666112    9.128494   483.258      -0.161     5.033    -1.170     4.892
1940260197_01   48.478817    8.974620   380.754      -5.040    -1.428    -4.638    -2.414
1940260199_01   48.826090   10.063307   497.246      -1.328     2.664    -1.836     2.339
1940260204_01   48.331307    9.771163   666.487       6.317     6.745     4.815     7.872
1940260206_01   48.764124    8.999347   493.300      -0.140    -2.168     0.306    -2.149
1940260211_01   49.265189   11.291451   483.639       0.159    -0.842     0.320    -0.793
1940260212_01   48.290636    8.552182   720.799       5.622     2.505     4.996     3.585
1940260213_01   48.866366    9.041931   361.279      -2.199     0.820    -2.312     0.360
1940260214_01   49.101608   10.972368   452.927       3.772    -6.148     4.925    -5.257
1940260215_01   48.412911    8.895966   464.100       0.592     2.476     0.083     2.543
1940260216_01   49.499931   10.808809   346.559      -0.994     2.254    -1.428     2.006
1940260217_01   49.266569   11.005668   407.032       0.889     5.772    -0.294     5.827
1940260218_01   48.428683    9.928055   563.788       1.782    -3.661     2.482    -3.222
1940260219_01   48.459053   10.657846   509.253       6.132     1.404     5.712     2.612
1940260221_01   48.844063    9.422918   574.115      -6.905     5.100    -7.780     3.598
1940260222_01   48.566837   10.593034   448.307      -2.445    -2.119    -1.967    -2.567
1940260223_01   48.619964    9.511805   431.078      -2.462     2.066    -2.823     1.525
1940260224_01   48.267867   10.608854   557.207       1.286    -1.721     1.602    -1.424
1940260226_01   48.740203   11.223984   425.380      -2.818     3.917    -3.553     3.263
1940260227_01   48.833306    9.163300   331.787      -3.350     4.785    -4.240     4.008
1940260228_01   48.524432    8.968888   391.693       3.479     1.412     3.123     2.084
1940260230_01   49.122481   10.083107   461.213       3.518    -2.986     4.044    -2.214
1940260232_01   49.166992   10.319036   505.183      -2.088    -2.235    -1.594    -2.607
1940260235_01   49.047456    8.990700   310.499      -2.000    -0.466    -1.857    -0.858
1940260236_01   48.666068    9.910269   716.227      -6.923    -0.184    -6.733    -1.577
1940260237_01   48.721989    9.359136   291.931      -4.545    -0.239    -4.396    -1.150
1940260239_01   48.595335   10.204073   496.014      -1.449     4.966    -2.421     4.565
1940260240_01   49.302333   11.350883   495.169       0.455     0.689     0.301     0.765
1940260241_01   48.852897    9.266386   332.435       0.553    -3.248     1.200    -3.067
1940260242_01   48.608133   10.371578   509.076      -1.329    -0.573    -1.186    -0.829
1940260245_01   48.405816    9.232116   821.451      -2.108    -4.356    -1.177    -4.684
1940260246_01   48.554108    9.660822   792.774       1.831    -0.472     1.887    -0.092
1940260247_01   48.813001    9.413346   277.093      -0.163    -5.325     0.918    -5.244
1940260248_01   48.841956   10.504772   477.031      -4.443    -0.361    -4.277    -1.250
1940260251_01   48.558705    9.264462   371.125      -2.197     1.739    -2.497     1.258
1940260253_01   48.731917    9.091524   504.518       0.289     2.900    -0.298     2.896
1940260254_01   48.807842    9.555416   295.121      -1.492     0.723    -1.604     0.407
1940260255_01   48.599866   10.876062   465.590      -5.237     0.518    -5.233    -0.552
1940260257_01   49.230003    9.181805   191.082      -0.241    -0.730    -0.084    -0.762
1940260259_01   48.888162    9.134347   338.110      -0.772     2.754    -1.307     2.540
1940260260_01   48.396299    9.816957   571.658       5.503    -0.704     5.526     0.423
1940260261_01   49.505924   10.872425   344.753      -0.412    -1.295    -0.146    -1.351
1940260262_01   48.357296    9.775381   717.111       2.141     0.163     2.061     0.592
1940260263_01   48.945483   10.708609   569.043       2.393    -3.136     2.970    -2.586
1940260270_01   49.195959    9.480262   304.276      -3.015    -5.769    -1.786    -6.252
1940260273_01   48.577725   10.465673   455.552       1.258    -3.027     1.839    -2.708
1940260276_01   48.463228    8.664663   600.344       4.664    -3.326     5.240    -2.312
1940260277_01   48.621120   10.239737   515.962      -4.855     1.498    -5.053     0.485
1940260280_01   48.128744   10.538004   657.356       4.499    -1.275     4.654    -0.337
1940260281_01   48.713048    9.563358   327.928      -2.838    -5.178    -1.730    -5.639
1940260282_01   48.685852    9.415521   374.188      -1.035    -2.636    -0.477    -2.788
1940260285_01   48.755963   11.149092   490.408      -2.074     4.570    -2.955     4.051
1940260286_01   48.492688    8.585309   636.006      -0.189    -6.250     1.085    -6.150
1940260287_01   48.937165    8.806431   273.465       2.046    -5.258     3.069    -4.733
1940260289_01   49.638844    9.647571   259.850       3.215     2.498     2.649     3.090
1940260290_01   49.285810   11.190133   384.489       1.271    -1.533     1.547    -1.246
1940260291_01   48.881642   11.002219   581.427       3.299    -2.091     3.644    -1.381
1940260292_01   48.795134   10.674922   492.553      -1.829     1.984    -2.192     1.571
1940260295_01   48.326669    9.348288   829.470       3.244    -3.785     3.939    -3.045
1940260296_01   48.225324   10.178087   576.596       2.310     0.496     2.157     0.952
1940260298_01   48.739302    8.777794   582.327       5.946     4.448     4.924     5.549
1940260299_01   48.305920   10.956297   546.413      -2.191     1.258    -2.403     0.786
1940260302_01   48.353845    8.966606   532.207       2.449    -1.806     2.765    -1.272
1940260303_01   49.249732   10.421302   479.868       0.531     0.607     0.397     0.700
1940260305_01   49.174295    9.223189   202.870      -0.669     3.182    -1.291     2.981
1940260306_01   48.751748    9.351148   527.798      -4.478     1.434    -4.667     0.500
1940260307_01   48.562993    9.293778   416.002      -2.072     1.463    -2.319     1.013
1940260310_01   48.893479   10.014739   423.310       1.592    -2.618     2.086    -2.241
1940260311_01   48.646419    8.846321   586.676      -1.502    -3.780    -0.700    -3.999
1940260313_01   48.907995   10.830913   550.354       3.021    -2.765     3.509    -2.096
1940260315_01   48.621276    9.799570   558.605      -0.794     6.040    -1.995     5.748
1940260316_01   49.224031    9.693776   392.029      -0.252    -0.363    -0.171    -0.406
1940260317_01   48.796078    9.917227   487.289      -3.705     1.841    -3.995     1.054
1940260320_01   48.899128   10.958801   641.294      -3.923    -1.420    -3.556    -2.181
1940260321_01   48.677486    9.226403   422.326      -5.995    -1.717    -5.515    -2.889
1940260325_01   48.741112   10.625010   526.390      -0.544     4.239    -1.389     4.037
1940260328_01   48.301091   10.009458   577.571       5.462     4.270     4.479     5.280
1940260329_01   49.267886   10.922478   459.694       6.414    -2.231     6.722    -0.893
1940260335_01   49.221354   10.895945   426.362       3.965    -0.716     4.021     0.097
1940260336_01   48.871431    9.626915   562.185       1.510     1.206     1.237     1.484
1940260337_01   48.619593    8.796649   636.415       0.528     3.566    -0.198     3.595
1940260339_01   48.627151   10.033326   684.365       4.593     5.449     3.392     6.255
1940260340_01   48.766120    9.202656   476.332      -3.544     6.233    -4.721     5.384
1940260341_01   48.678515    9.016890   494.867      -1.558     1.944    -1.912     1.588
1940260342_01   48.397481   10.678915   523.852       0.880    -0.903     1.039    -0.706
1940260343_01   48.599537    9.353842   359.633      -1.418     0.116    -1.408    -0.172
1940260344_01   48.571535    9.395864   460.936       0.870    -0.034     0.860     0.143
1940260345_01   49.455920    9.161031   461.162       0.855    -4.381     1.724    -4.115
1940260347_01   48.964434    8.814967   295.064       1.319     3.357     0.620     3.552
1940260349_01   49.537298    9.324942   412.089       3.473    -2.702     3.947    -1.947
1940260350_01   48.692563   10.144420   650.030      -2.276     0.576    -2.343     0.104
1940260351_01   48.172903   10.467080   606.060      -3.097     2.861    -3.611     2.171
1940260352_01   48.333602    9.936049   534.437       0.829     1.801     0.446     1.929
1940260353_01   49.487489   10.773961   394.690      -0.504     4.928    -1.485     4.721
1940260355_01   48.712914    9.400244   307.390      -3.644    -3.165    -2.924    -3.832
1940260356_01   48.444342   10.214322   522.151      -3.161     2.231    -3.544     1.544
1940260357_01   49.608982    9.633983   274.316       3.315    -2.984     3.848    -2.255
1940260358_01   49.145282    9.291681   256.961      -4.974     1.008    -5.067    -0.014
1940260359_01   48.535713   10.501046   473.012      -2.882     3.817    -3.593     3.151
1940260361_01   48.515938   10.330574   487.607       0.901     5.171    -0.165     5.241
1940260364_01   48.852071    8.973188   447.095      -5.099     4.037    -5.798     2.923
1940260365_01   49.026869    9.153178   224.884      -3.666     2.278    -4.043     1.492
1940260366_01   48.665007    8.929343   508.424       3.156     0.519     2.987     1.144
1940260367_01   49.312215   10.731329   502.183       4.913     1.743     4.455     2.693
1940260368_01   49.563146    9.709681   261.222       5.525    -6.454     6.708    -5.208
1940260369_01   48.802579    9.280028   369.852       3.598     6.293     2.255     6.883
1940260371_01   48.736134   11.020527   457.398      -6.704     3.616    -7.293     2.183
1940260372_01   48.361774    9.990467   532.838      -1.206    -2.023    -0.771    -2.223
1940260373_01   48.233371    9.465637   599.540       6.410    -3.187     6.915    -1.821
1940260374_01   49.407745   10.998117   372.499       1.987     2.170     1.506     2.523
1940260376_01   48.251585   10.785731   568.714      -0.644     6.294    -1.907     6.025
1940260378_01   48.706817   10.232395   629.514      -2.117     2.742    -2.624     2.254
1940260379_01   48.328861    9.741853   651.791       3.955    -3.837     4.644    -2.953
1940260380_01   48.285787    8.717252   700.475       3.597    -4.031     4.338    -3.215
1940260382_01   48.683336    8.986683   472.479       2.584     0.121     2.508     0.639
1940260383_01   49.432068   11.521322   553.545       2.099     0.459     1.956     0.870
1940260384_01   48.473655    8.924706   441.203      -4.176     1.085    -4.300     0.219
1940260387_01   49.211462   10.068462   495.406       0.629    -4.017     1.425    -3.804
1940260388_01   48.295304   10.534815   538.505      -1.590    -2.904    -0.972    -3.163
1940260391_01   49.111604    9.127139   254.152      -3.848     2.063    -4.177     1.246
1940260393_01   48.836202    9.338266   337.139      -3.337     3.803    -4.029     3.049
1940260394_01   48.998503    9.146154   225.771      -5.047     2.004    -5.339     0.946
1940260397_01   48.336978   10.444537   535.690      -1.099     0.946    -1.269     0.703
1940260398_01   48.465697    9.413317   745.585      -0.775     5.301    -1.827     5.027
1940260399_01   48.680085    9.374765   307.605      -3.537     1.195    -3.699     0.457
1940260400_01   48.422033    9.636401   848.301       1.701     3.252     1.008     3.523
1940260403_01   49.702890    9.255747   170.709      -1.678     1.318    -1.902     0.955
1940260405_01   49.170592    9.851941   486.982       0.504     4.225    -0.355     4.235
1940260408_01   48.678236   11.103578   529.070       6.392     5.415     5.157     6.589
1940260409_01   48.715178   11.105799   460.908       4.077     3.797     3.219     4.538
1940260412_01   49.503849   11.314499   394.736       0.451     3.215    -0.209     3.237
1940260414_01   49.329522    9.751372   439.207       4.355     4.786     3.301     5.559
1940260423_01   49.129543    8.984158   267.537      -0.027    -6.664     1.322    -6.527
1940260425_01   48.599775   11.059943   551.169       1.186    -0.271     1.210    -0.026
1940260426_01   49.081063    8.846932   254.852       0.189     5.185    -0.854     5.113
1940260427_01   49.222258    8.916083   214.017      -3.850    -1.195    -3.521    -1.942
1940260431_01   49.631079   10.367467   474.261      -2.471     3.911    -3.202     3.331
1940260434_01   49.688472    9.743912   404.128      -0.417    -2.467     0.090    -2.497
1940260435_01   49.490665   11.169037   386.604      -3.326    -0.637    -3.131    -1.294
1940260442_01   49.508398    8.995788   471.220       3.291     4.494     2.323     5.058
1940260444_01   49.553987    8.985421   501.142       2.709     2.794     2.095     3.278
1940260446_01   49.500170   11.350797   382.444       3.909    -1.236     4.070    -0.424
1940260448_01   49.557499    9.498130   351.271       1.357    -2.304     1.795    -1.982
1940260449_01   48.887030    9.726127   607.931      -3.388     1.005    -3.515     0.301
1940260452_01   48.890827    9.456864   507.868      -4.943     4.533    -5.747     3.439
1940260455_01   48.897867    9.835952   562.067       2.601     0.220     2.501     0.739
1940260456_01   48.342493   10.198174   540.000      -2.120    -3.252    -1.418    -3.610
1940260458_01   48.297974   10.994800   576.000       3.214     3.457     2.440     4.031
1940260459_01   49.724032    9.739567   309.746      -2.182    -0.341    -2.064    -0.771
1940260462_01   49.672941    9.829430   376.210      -4.870     5.375    -5.843     4.284
1940260463_01   49.567188    9.554548   389.951       4.214     6.612     2.799     7.316
1940260464_01   49.563160   10.435369   380.121      -4.279     0.776    -4.344    -0.100
1940260465_01   49.169076   11.064074   427.585       2.125    -6.941     3.472    -6.366
1940260466_01   49.122590    9.312540   280.490       2.175     1.861     1.757     2.260
1940260469_01   48.648060    8.653169   675.000       0.208     1.825    -0.159     1.827
1940260470_01   49.169844    9.387717   289.450       0.073     1.338    -0.195     1.324
1940260471_01   49.073663   10.797490   461.000       6.838    -2.620     7.215    -1.186
1940260472_01   49.386200   10.017268   489.459       6.851    -0.025     6.710     1.352
1940260473_01   49.516144    9.281090   422.080      -1.778    -3.124    -1.107    -3.413
1940260474_01   48.675662   11.050775   472.000      -4.160     4.119    -4.906     3.189
1940260475_01   49.703509    9.785491   389.334      -6.315     1.431    -6.465     0.135
1940260476_01   49.319803    9.215129   351.753       2.096     3.297     1.392     3.648
1940260477_01   48.218823    9.515602   584.176       3.650    -4.778     4.538    -3.935
1940260482_01   49.054414   10.417898   519.488      -3.544    -4.308    -2.601    -4.929
1940260483_01   48.199296   10.017625   576.530       1.237    -2.961     1.808    -2.646
1940260484_01   48.399358    9.459005   794.305       3.251     4.556     2.260     5.112
1940260485_01   49.199323   10.481704   508.882       4.733    -1.078     4.847    -0.102
1940260486_01   48.534882   10.802103   494.155      -1.336     3.186    -1.954     2.846
1940260488_01   49.493275   10.089089   373.930      -0.018    -2.908     0.568    -2.850
1940260489_01   48.689121    9.892830   659.000      -3.542     2.516    -3.972     1.746
1940260490_01   48.466494   10.792393   567.693      -2.882     1.856    -3.198     1.232
1940260492_01   49.146604   10.844605   556.228       3.476    -6.986     4.803    -6.136
1940260493_01   49.384063    9.470056   417.616       4.536     0.409     4.360     1.311
1940260495_01   49.696542    9.694973   256.156      -0.987    -0.190    -0.925    -0.384
1940260496_01   49.704859    9.651044   307.957      -3.583    -1.565    -3.189    -2.250
1940260499_01   48.497885   10.561143   534.482       2.950     6.019     1.668     6.483
1940260502_01   48.824497   10.175212   678.000       0.850    -1.897     1.213    -1.684
1940260505_01   48.179001   10.686012   591.128       1.805    -0.243     1.810     0.127
1940260506_01   48.508929   10.507105   508.567      -6.187    -0.318    -5.991    -1.562
1940260510_01   49.082149   10.442459   493.136       2.750     2.376     2.212     2.878
1940260512_01   49.194049    9.816457   455.075      -2.062     1.885    -2.395     1.430
1940260516_01   49.662578    9.635902   232.614       4.681     1.132     4.358     2.047
1940260517_01   48.477457    9.791327   713.000      -1.107     0.578    -1.199     0.342
1940260518_01   48.087342   10.969468   655.831       3.451    -1.716     3.716    -0.980
1940260519_01   48.679872   10.851254   450.000      -5.612    -1.598    -5.173    -2.698
1940260520_01   49.100448   11.126897   501.000      -2.520    -2.434    -1.981    -2.890
1940260521_01   48.130865   10.619091   651.679       3.791     2.177     3.263     2.897
1940260522_01   49.031383    8.814550   288.704      -1.480     0.381    -1.519     0.076
1940260523_01   49.371588    9.693435   393.898       6.739    -1.730     6.945    -0.339
1940260524_01   48.912360   11.321649   579.954      -2.799     1.106    -2.967     0.516
1940260526_01   49.631766   10.138680   325.384      -2.129     0.010    -2.085    -0.417
1940260528_01   49.490553    8.971796   364.483       0.631     3.535    -0.087     3.587
1940260529_01   49.544883   10.776996   431.241       1.791    -0.178     1.787     0.185
1940260531_01   49.491613   11.344178   437.114      -0.013    -0.043    -0.009    -0.046
1940260533_01   49.558030    9.006619   528.570       3.788     1.027     3.506     1.764
1940260534_01   49.601485    9.036028   542.159      -0.908     4.349    -1.756     4.074
1940260537_01   49.567191    9.035627   517.821      -0.730     5.449    -1.803     5.186
1940260538_01   49.621157    9.039795   578.567      -2.350     2.635    -2.822     2.108
1940260539_01   49.657846    9.039422   372.195       4.086    -2.194     4.446    -1.328
1940270035_01   48.040621   10.859356   654.835       6.944    -1.539     7.097    -0.098
1940270041_01   48.071874   10.860128   645.914       1.719    -1.062     1.891    -0.691
1940270090_01   48.139877   10.244726   592.387       0.009     1.960    -0.390     1.918
1940270114_01   48.221487    9.887140   564.035       0.367     6.281    -0.912     6.217
1940270136_01   48.152026   10.112703   565.799       3.036    -0.986     3.167    -0.350
1940270137_01   48.308191    8.876775   593.589       2.171     4.816     1.153     5.149
1940270161_01   48.352728    8.631331   607.953       2.132     4.062     1.269     4.404
1940270164_01   48.175192    9.966411   575.552       2.919    -3.888     3.640    -3.212
1940270169_01   48.160698   10.215740   642.979       6.361    -5.959     7.424    -4.540
1940270208_01   48.330945    9.032984   629.969       6.158    -3.859     6.807    -2.530
1940270217_01   48.290640    8.552172   719.661       5.202     2.377     4.612     3.375
1940270284_01   48.112181   10.523370   633.073       4.109    -1.759     4.371    -0.888
1940270357_01   48.030227   10.708867   672.310       4.653     5.235     3.487     6.062
1940270397_01   48.285785    8.716839   698.132       4.251    -3.061     4.782    -2.135
1940270423_01   48.056322   10.715734   651.217       5.635    -0.983     5.705     0.180
1940270424_01   48.075381   10.653224   639.707       1.128    -6.492     2.412    -6.122
1940270449_01   48.398872    8.854322   512.923       5.334     2.237     4.770     3.266
1940270466_01   48.304311    8.783900   621.468       1.969    -3.481     2.635    -3.006
1940270469_01   48.315526    9.431144   781.933       6.024     2.065     5.475     3.236
1940270482_01   48.136174   10.586978   656.649      -0.411    -6.663     0.942    -6.600
1940270503_01   48.310923    9.616468   727.209       2.930    -0.625     2.993    -0.019
1940270504_01   48.132967    9.877197   602.511       6.786    -0.490     6.735     0.893
1940270508_01   48.186760    9.831283   555.325       6.832    -1.543     6.994    -0.128
1940270510_01   48.337966    8.948078   609.550       3.040    -3.511     3.688    -2.819
1940270514_01   48.146070    9.824688   581.168       1.943    -1.031     2.109    -0.615
1940270522_01   48.098624   10.570939   645.670       3.438    -3.769     4.121    -2.990
1940270525_01   48.179398   10.420026   598.017       0.218     1.285    -0.049     1.300
1940270543_01   48.264240    9.509631   700.311       2.876    -5.694     3.965    -4.987
1940270572_01   48.270844    9.329750   786.925       4.843     3.797     3.969     4.691
1940270574_01   48.271698    9.634624   593.000       6.141    -4.435     6.904    -3.096
1940270596_01   48.045772   10.787203   644.099       4.069    -4.850     4.955    -3.919
1940270602_01   48.396999    8.742798   548.815       4.635     4.768     3.575     5.600
1940270603_01   48.204410    9.855461   551.000       4.247    -2.770     4.714    -1.850
1940270611_01   48.245875    9.665003   620.112       6.126     2.153     5.557     3.345
1940270629_01   48.159701   10.545803   672.926       2.624    -3.336     3.237    -2.732
1950250029_01   49.666751   10.117429   240.890      -3.817    -1.132    -3.508    -1.874
1950250073_01   49.712986    9.213481   200.635       2.669     2.231     2.171     2.719
1950250076_01   49.730819    9.218512   163.881       2.949    -6.769     4.252    -6.036
1950250098_01   49.554752   10.066253   350.906       1.195     1.241     0.921     1.454
1950250121_01   49.632588    9.653072   241.868      -0.931    -0.416    -0.824    -0.594
1950250151_01   49.755086    9.322762   199.447       1.832     2.734     1.250     3.045
1950250166_01   49.769109    9.025014   322.220       3.747     2.605     3.151     3.301
1950250178_01   49.751837    9.489734   375.258      -3.711    -1.656    -3.295    -2.364
1950250183_01   49.624946    9.515870   371.424      -5.041    -4.310    -4.063    -5.229
1950250186_01   49.787415    9.080852   344.222      -2.898    -0.450    -2.740    -1.020
1950250190_01   49.537338    9.325055   415.334       0.424    -2.738     0.970    -2.594
1950250210_01   49.421473    9.450407   439.618      -3.541     5.335    -4.534     4.509
1950250220_01   49.571205    9.358091   484.934       4.348    -2.089     4.679    -1.172
1950250223_01   49.467338    8.989652   202.630       3.263    -2.327     3.668    -1.622
1950250228_01   49.593661    9.828501   356.038       5.573     2.792     4.896     3.851
1950250249_01   49.663907   10.074888   232.342      -0.533     2.626    -1.048     2.464
1950250266_01   49.615610    9.479592   337.598       2.551     2.408     2.018     2.868
1950250313_01   49.727628    9.647228   415.669       1.778     2.434     1.255     2.739
1950250370_01   49.651819    9.317051   446.519       5.967     2.304     5.381     3.452
1950250372_01   49.663878    9.657690   293.440      -1.500    -4.699    -0.520    -4.900
1950250374_01   49.596247    9.200505   310.985      -2.352    -6.243    -1.041    -6.581
1950250381_01   49.346720    9.793761   309.770       2.115    -0.132     2.099     0.296
1950250456_01   49.618584    9.593083   272.268      -2.284    -6.794    -0.867    -7.108
1950250475_01   49.341905    9.896151   521.060       3.582     2.217     3.061     2.889
1950250484_01   49.411849    9.990065   485.813       4.455     1.068     4.146     1.940
1950250487_01   49.371463    9.584772   355.035       2.753     1.735     2.349     2.251
1950250497_01   49.659915    9.588592   344.021      -1.975    -4.922    -0.940    -5.212
1950260004_01   48.521963    9.123321   438.884      -0.311     3.173    -0.941     3.042
1950260009_01   48.730243    9.295928   348.402      -2.674     0.746    -2.763     0.191
1950260011_01   48.869115    9.351573   344.626      -5.875     1.806    -6.109     0.584
1950260012_01   48.795653    9.025106   445.870       0.218    -3.691     0.963    -3.567
1950260017_01   48.977400    9.777738   393.784      -0.925    -3.853    -0.127    -3.957
1950260018_01   48.945113    9.129203   272.833       0.703     3.498    -0.013     3.565
1950260019_01   48.517670    9.051857   369.166      -3.817    -2.973    -3.129    -3.679
1950260022_01   48.822205    9.319436   303.611      -4.928    -2.706    -4.273    -3.640
1950260023_01   48.850035    9.183328   331.397      -0.992    -2.870    -0.388    -3.008
1950260024_01   48.289347    8.738655   586.662       5.202    -6.591     6.426    -5.395
1950260025_01   48.805586    9.144000   388.246      -4.031     3.948    -4.736     3.051
1950260036_01   48.703857    9.442128   311.457      -2.955    -5.044    -1.871    -5.532
1950260037_01   49.134584    8.917051   234.258      -2.827    -0.029    -2.755    -0.596
1950260039_01   48.704995    8.990391   488.477      -4.000     2.669    -4.447     1.805
1950260044_01   48.712901    9.400216   308.589      -4.696    -3.805    -3.825    -4.670
1950260046_01   48.469377    9.236856   524.216      -4.244    -1.620    -3.820    -2.441
1950260051_01   48.996817    8.797933   302.719       2.853    -1.990     3.200    -1.373
1950260053_01   48.891762    9.226417   348.357      -0.382     1.238    -0.619     1.135
1950260057_01   48.414876    9.491956   754.964       1.064    -0.742     1.192    -0.510
1950260060_01   48.799422    9.250967   354.201      -5.107     5.072    -6.017     3.934
1950260061_01   48.888359    9.168421   368.199      -2.066    -1.232    -1.768    -1.621
1950260063_01   49.139814    9.204107   206.791      -1.165     1.727    -1.484     1.457
1950260064_01   49.075829    9.548870   546.058       2.113     0.246     2.020     0.666
1950260065_01   48.940831    9.094792   270.124      -4.356     1.361    -4.532     0.456
1950260066_01   48.848666    8.823475   474.572      -0.940    -0.488    -0.815    -0.666
1950260067_01   48.846257    9.535701   305.617      -0.436     1.804    -0.788     1.678
1950260070_01   48.722591    9.224157   456.048      -3.144     0.964    -3.266     0.310
1950260073_01   48.549511    9.450126   743.959      -0.679     3.234    -1.314     3.025
1950260076_01   48.849703    9.327267   342.325      -2.822     0.253    -2.809    -0.320
1950260079_01   48.570991    8.690775   458.553       6.336    -5.940     7.405    -4.533
1950260081_01   49.091386    9.083514   251.851      -0.311    -2.870     0.280    -2.871
1950260087_01   48.935336    9.476920   317.517      -5.821    -2.165    -5.257    -3.291
1950260089_01   48.465260    8.717886   540.881       0.610     1.150     0.370     1.249
1950260093_01   49.437865    9.165516   373.922       3.505     1.932     3.046     2.595
1950260097_01   48.675159    9.524541   405.377      -6.697     0.449    -6.641    -0.911
1950260099_01   48.733082    9.338372   321.200      -3.423     0.941    -3.537     0.231
1950260104_01   48.366919    8.795736   545.712       5.821     1.014     5.493     2.168
1950260110_01   48.528122    8.875915   479.056       0.083    -2.260     0.543    -2.193
1950260112_01   48.487638    9.151220   420.457      -5.597    -2.793    -4.907    -3.862
1950260113_01   49.353358    9.531688   276.138      -1.984    -4.907    -0.951    -5.201
1950260114_01   48.805965    9.484660   287.089      -3.737    -0.087    -3.637    -0.838
1950260116_01   49.013623    9.154364   229.061      -4.424     5.416    -5.418     4.411
1950260121_01   48.603910    9.303720   406.183       2.178     0.318     2.070     0.751
1950260123_01   49.349079    9.131764   197.442       0.292    -1.884     0.670    -1.785
1950260124_01   48.555590    8.821741   554.872       1.482    -0.824     1.621    -0.506
1950260125_01   49.161495    9.305352   284.653      -4.310     3.331    -4.885     2.394
1950260129_01   48.817780    9.069190   371.502      -5.444     2.475    -5.821     1.325
1950260130_01   48.401345    9.061883   525.679       1.921    -6.334     3.163    -5.807
1950260133_01   48.797668    9.678633   324.332       1.417    -2.427     1.878    -2.089
1950260140_01   48.328751    9.034238   636.109       6.381    -5.707     7.399    -4.292
1950260141_01   48.689959    9.688179   381.388      -1.227     1.910    -1.585     1.621
